RecordedAtTime,DirectionRef,PublishedLineName,OriginName,OriginLat,OriginLong,DestinationName,DestinationLat,DestinationLong,VehicleRef,VehicleLocation.Latitude,VehicleLocation.Longitude,NextStopPointName,ArrivalProximityText,DistanceFromStop,ExpectedArrivalTime,ScheduledArrivalTime
2017-06-01 00:52:59,0,B14,EASTERN PY/UTICA AV,40.668537,-73.931236,SPRING CREEK STANLEY AV POSTAL FAC,40.664642,-73.863068,NYCT_6617,40.670162,-73.889875,SUTTER AV/HENDRIX ST,approaching,125,2017-06-01 00:53:23,24:52:30
2017-06-01 00:52:43,1,Q13,TOTTEN AV/CROSS ISLAND PY,40.791431,-73.781059,FLUSHING MAIN ST STA,40.760937,-73.827286,NYCT_4459,40.790744,-73.781616,BELL BL/212 ST,< 1 stop away,363,2017-06-01 00:53:37,24:57:06
2017-06-01 00:53:20,0,B52,CADMAN PZ W/TILLARY ST,40.695999,-73.990944,RIDGEWOOD TERM via GATES,40.699261,-73.911163,NYCT_4532,40.685987,-73.952578,GATES AV/NOSTRAND AV,approaching,145,2017-06-01 00:53:48,24:52:00
2017-06-01 00:52:52,1,S74,ST GEORGE FERRY/S74 & S84,40.643185,-74.073814,BRICKTOWN MALL,40.53006,-74.226654,NYCT_8175,40.594036,-74.099512,RICHMOND RD/FOUR CORNERS RD,< 1 stop away,425,2017-06-01 00:53:30,24:48:06
2017-06-01 00:52:54,1,M14D,DELANCEY ST/COLUMBIA ST,40.716423,-73.980247,CHELSEA PIERS 11 AV CROSSTOWN,40.744415,-74.008148,NYCT_5278,40.72438,-73.975527,E 10 ST/AV D,approaching,95,2017-06-01 00:53:23,24:54:52
2017-06-01 00:53:01,1,Q83,227 ST/113 DR,40.702263,-73.730339,JAMAICA HILLSIDE - 153 via LIBERTY,40.706795,-73.8041,NYCT_4665,40.703326,-73.795999,ARCHER AV/PARSONS BL BAY A,< 1 stop away,335,2017-06-01 00:53:55,24:56:00
2017-06-01 00:53:13,0,B62,BOERUM PL/SCHERMERHORN ST,40.690567,-73.989365,LI CITY QUEENS PLAZA,40.749702,-73.938965,NYCT_7196,40.709629,-73.96146,BEDFORD AV/BROADWAY,< 1 stop away,255,2017-06-01 00:54:32,24:54:00
2017-06-01 00:53:08,0,M5,6 AV/W 31 ST,40.748043,-73.98896,WASHINGTON HEIGHTS  GW BRIDGE,40.848263,-73.937454,NYCT_6404,40.766336,-73.977801,CENTRAL PK S/7 AV,< 1 stop away,177,2017-06-01 00:53:39,24:55:00
2017-06-01 00:52:52,1,B46,WASHINGTON PLZ/LANE3,40.709393,-73.959518,KINGS PLAZA via UTICA,40.609142,-73.92144,NYCT_7358,40.650748,-73.930275,UTICA AV/SNYDER AV,approaching,106,2017-06-01 00:53:26,24:49:35
2017-06-01 00:53:02,1,S59,RICHMOND TER/PARK AV #3,40.640167,-74.130966,HYLAN BL,40.53426,-74.154213,NYCT_8315,40.568595,-74.169723,ELTINGVILLE/TRANSIT CENTER,0.6 miles away,1007,2017-06-01 00:55:11,24:43:00
2017-06-01 00:53:05,0,M66,W 66 ST/WEST END AV,40.776009,-73.987022,EAST SIDE YORK AV CROSSTOWN,40.764252,-73.95575,NYCT_5202,40.764414,-73.955912,EAST 68 ST/YORK AV,at stop,20,2017-06-01 00:53:23,24:42:00
2017-06-01 00:53:09,0,Bx12,BROADWAY/ISHAM ST,40.868076,-73.919807,BAY PLAZA via FORDHAM RD via PELHAM PKY,40.866043,-73.826721,NYCT_5517,40.852419,-73.827267,AMENDOLA PL/WESTCHESTER AV,at stop,21,2017-06-01 00:53:23,24:51:00
2017-06-01 00:52:37,0,M79-SBS,W 79 ST/RIVERSIDE DR,40.78474,-73.982346,SELECT BUS YRKVLLE EAST END AV CROSSTOWN,40.771091,-73.947769,NYCT_5921,40.773521,-73.955491,E 79 ST/2 AV,approaching,81,2017-06-01 00:53:23,24:53:48
2017-06-01 00:52:54,0,M101,ASTOR PL/3 AV,40.729568,-73.990051,FT GEORGE 193 ST via 3 AV,40.855667,-73.925255,NYCT_6063,40.825803,-73.947189,AMSTERDAM AV/W 149 ST,< 1 stop away,240,2017-06-01 00:53:48,24:50:31
2017-06-01 00:52:56,0,B20,POSTAL FACILITY RD/IN FRONT OF FACILITY,40.664654,-73.862892,RIDGEWOOD FOREST AV,40.704865,-73.902145,NYCT_7262,40.664429,-73.877471,ASHFORD ST/LINDEN BL,< 1 stop away,408,2017-06-01 00:54:09,24:52:00
2017-06-01 00:53:10,1,M3,FT GEORGE AV/66 FORT GEORGE AV,40.85833,-73.925385,125 ST ST. NICHOLAS,40.810493,-73.952927,NYCT_6418,40.858184,-73.926119,ST NICOLAS AV/FORT GEORGE HILL,< 1 stop away,203,2017-06-01 00:53:32,25:11:14
2017-06-01 00:53:03,1,Bx31,VAN CORTLANDT PK E/E 242 ST,40.90266,-73.868378,WESTCHESTER SQ,40.841076,-73.84285,NYCT_290,40.851903,-73.843867,EASTCHESTER RD/MORRIS PK AV,approaching,72,2017-06-01 00:53:23,24:56:11
2017-06-01 00:53:13,0,Q3,JFK AIRPORT/TERMINAL 5 AirTrain STATION,40.647278,-73.779633,JAMAICA 179 ST STA 165 ST TERM,40.707615,-73.79554,NYCT_8068,40.6804,-73.761414,FARMERS BL/122 AV,< 1 stop away,377,2017-06-01 00:54:16,24:40:10
2017-06-01 00:53:17,1,B49,FRANKLIN AV/LEFFERTS PL,40.680473,-73.955643,MNHATN BCH KNGSBRO CC via BEDFORD AV,40.578117,-73.939857,NYCT_5125,40.662859,-73.957136,BEDFORD AV/LEFFERTS AV,approaching,137,2017-06-01 00:53:44,24:52:31
2017-06-01 00:53:18,1,Q5,FRANCIS LEWIS BL/SUNRISE HY,40.666046,-73.735962,JAMAICA PRSNS-ARCHR via MERRICK,40.701683,-73.802475,NYCT_5168,40.694388,-73.781315,MERRICK BL/110 AV,< 1 stop away,254,2017-06-01 00:53:47,24:48:35
2017-06-01 00:53:13,0,S46,WEST SHORE PLAZA/CHELSEA ST,40.602039,-74.190697,ST GEORGE FERRY via CASTLTN,40.643585,-74.072609,NYCT_8188,40.631708,-74.162403,BRABANT ST/LOCKMAN AV,approaching,92,2017-06-01 00:53:24,00:53:51
2017-06-01 00:53:04,1,B41,CADMAN PLAZA WEST/JOHNSON ST,40.695534,-73.990829,KINGS PLAZA via FLATBSH,40.609211,-73.921516,NYCT_7359,40.627704,-73.942255,FLATBUSH AV/E 35 ST,at stop,5,2017-06-01 00:53:23,24:45:59
2017-06-01 00:53:18,0,B70,CROPSEY AV/BKLYN CAMPUS VA,40.609104,-74.023819,SUNSET PARK 39ST-1AV via 8 AV,40.656498,-74.012108,NYCT_252,40.613537,-74.023224,92 ST/7 AV,< 1 stop away,168,2017-06-01 00:53:37,24:52:34
2017-06-01 00:52:53,1,B44,WASHINGTON PLZ/WASHINGTON PLZ,40.709286,-73.959526,EMMONS AV,40.58403,-73.938408,NYCT_4233,40.671075,-73.950388,NOSTRAND AV/ST JOHNS PL,at stop,23,2017-06-01 00:53:23,24:44:07
2017-06-01 00:53:08,0,Bx11,W 179 ST/BROADWAY,40.849113,-73.937752,W FARMS RD SOUTHERN BL,40.825272,-73.891426,NYCT_7748,40.834785,-73.893766,LOUIS NINE BL/E 170 ST,< 1 stop away,197,2017-06-01 00:54:05,24:53:50
2017-06-01 00:52:58,0,Bx41,3 AV/151 ST,40.817101,-73.916031,WILLIAMSBRIDGE GUN HILL RD via WEBSTER,40.877934,-73.866585,NYCT_4780,40.860299,-73.89279,WEBSTER AV/E 189 ST,approaching,43,2017-06-01 00:53:23,24:55:33
2017-06-01 00:52:52,0,B44,EMMONS AV/NOSTRAND AV,40.584026,-73.938438,WILLAMSBURG BRIDGE PLZ via NOSTRAND,40.709316,-73.959587,NYCT_4967,40.706898,-73.961516,WASHINGTON PLZ/WASHINGTON PLZ,< 1 stop away,396,2017-06-01 00:54:05,24:58:00
2017-06-01 00:52:59,1,B6,LIVONIA AV/ASHFORD ST,40.666382,-73.883614,BENSONHURST HARWAY AV,40.592949,-73.993385,NYCT_4861,40.594225,-73.997718,SHORE PKY/R&S STRAUSS,at stop,9,NA,24:30:03
2017-06-01 00:53:19,0,Q3,JFK AIRPORT/TERMINAL 5 AirTrain STATION,40.647278,-73.779633,JAMAICA 179 ST STA 165 ST TERM,40.707615,-73.79554,NYCT_8411,40.679577,-73.761651,FARMERS BL/MERRICK BL,approaching,82,2017-06-01 00:53:45,24:54:00
2017-06-01 00:52:55,0,Q44-SBS,MERRICK BL/ARCHER AV,40.704906,-73.793304,SELECT BUS BRONX ZOO via MAIN ST,40.842457,-73.877121,NYCT_5914,40.706238,-73.816493,MAIN ST/MANTON ST,< 1 stop away,484,2017-06-01 00:54:23,24:54:35
2017-06-01 00:52:47,1,M8,E 10 ST/AV D,40.725082,-73.975456,WEST ST CROSSTOWN,40.732494,-74.010132,NYCT_6735,40.733404,-74.004191,CHRISTOPHER ST/BLEECKER ST,approaching,42,NA,24:41:23
2017-06-01 00:53:01,1,B60,WASHINGTON PLZ/LANE 2,40.709518,-73.959496,CANARSIE WILLIAMS AV,40.650238,-73.891685,NYCT_4701,40.651001,-73.905983,ROCKAWAY AV/FOSTER AV,< 1 stop away,263,2017-06-01 00:53:41,00:45:51
2017-06-01 00:52:52,1,M42,E 41 ST/1 AV,40.748047,-73.969887,42 ST PIER CROSSTOWN,40.76255,-74.000969,NYCT_5215,40.762531,-74.000942,12 AV/W 42 ST,at stop,0,NA,24:43:00
2017-06-01 00:53:11,1,B44,WASHINGTON PLZ/WASHINGTON PLZ,40.709286,-73.959526,EMMONS AV,40.58403,-73.938408,NYCT_4575,40.709056,-73.959471,LEE AV/TAYLOR ST,< 1 stop away,384,2017-06-01 00:54:30,24:51:26
2017-06-01 00:53:03,0,Q32,W 32 ST/7 AV,40.749405,-73.99102,JACKSON HTS NORTHERN - 81 via ROOSVLT,40.755322,-73.886139,NYCT_4686,40.742953,-73.91835,ROOSEVELT AV/49 ST,< 1 stop away,250,2017-06-01 00:55:13,24:53:25
2017-06-01 00:53:00,1,X17,E 57 ST/3 AV,40.760429,-73.967674,ARDEN HTS HUGENOT AV via NJ via DRMGOOLE,40.543644,-74.196716,NYCT_2665,40.706567,-74.015942,Gowanus Exp./Lorraine St (S.B.),2.7 miles away,4294,2017-06-01 00:58:12,24:39:55
2017-06-01 00:53:03,0,M31,W 54 ST/11 AV,40.767925,-73.991859,YORKVILLE 91 ST via YORK AV,40.779842,-73.944809,NYCT_3825,40.758542,-73.96348,E 57 ST/1 AV,approaching,97,2017-06-01 00:53:33,24:49:55
2017-06-01 00:53:08,1,S40,ST GEORGE FERRY/S40 & S90,40.643402,-74.074066,GOETHALS RD via RICH TR,40.627537,-74.18042,NYCT_8221,40.636947,-74.151731,RICHMOND TER/VAN NAME AV,approaching,91,2017-06-01 00:53:23,24:49:11
2017-06-01 00:53:10,1,X1,CENTRAL PARK S/6 AV,40.766315,-73.977493,ELTNGVLE TRANST CTR via HYLAN BL RICH AV,40.560837,-74.17112,NYCT_2557,40.603543,-74.077535,STEUBEN ST/W FINGERBOARD R,< 1 stop away,273,2017-06-01 00:53:48,24:52:11
2017-06-01 00:52:49,1,Bx35,W FARMS RD/WESTCHESTER AV,40.824986,-73.891502,WASHINGTON HTS GW BRIDGE,40.848942,-73.936783,NYCT_309,40.830707,-73.90476,E 168 ST/3 AV,approaching,137,2017-06-01 00:54:03,00:53:00
2017-06-01 00:53:02,1,B60,WASHINGTON PLZ/LANE 2,40.709518,-73.959496,CANARSIE WILLIAMS AV,40.650238,-73.891685,NYCT_3966,40.683653,-73.911389,COOPER ST/BROADWAY,at stop,15,NA,24:05:00
2017-06-01 00:52:57,0,Bx3,BROADWAY/179 ST,40.849327,-73.936508,RIVERDALE BWAY - 238 ST,40.885086,-73.900436,NYCT_4336,40.845708,-73.922075,UNIVERSITY AV/N OF WASHINGTON BDG,approaching,62,2017-06-01 00:53:23,24:52:27
2017-06-01 00:53:10,0,Bx6,RIVERSIDE DR/157-10 RIVERSIDE DR,40.836311,-73.948433,HUNTS POINT,40.810085,-73.876396,NYCT_690,40.823062,-73.904585,E 163 ST/TINTON AV,< 1 stop away,165,2017-06-01 00:54:01,24:52:55
2017-06-01 00:53:10,0,Bx6,RIVERSIDE DR/157-10 RIVERSIDE DR,40.836311,-73.948433,HUNTS POINT,40.810085,-73.876396,NYCT_690,40.823062,-73.904585,E 163 ST/TINTON AV,< 1 stop away,165,2017-06-01 00:54:01,24:52:53
2017-06-01 00:53:00,0,Q58,PALMETTO ST/MYRTLE AV,40.700176,-73.910255,FLUSHING MAIN ST,40.757343,-73.829361,NYCT_6493,40.725517,-73.89606,GRAND AV/69 PL,< 1 stop away,179,2017-06-01 00:53:54,24:19:55
2017-06-01 00:53:04,0,M101,ASTOR PL/3 AV,40.729568,-73.990051,FT GEORGE 193 ST via 3 AV,40.835239,-73.940201,NYCT_5625,40.746334,-73.977676,3 AV/E 37 ST,< 1 stop away,214,2017-06-01 00:53:52,24:46:26
2017-06-01 00:52:58,0,M101,ASTOR PL/3 AV,40.729568,-73.990051,FT GEORGE 193 ST via 3 AV,40.835239,-73.940201,NYCT_5543,40.751321,-73.974045,3 AV/E 45 ST,approaching,142,2017-06-01 00:53:52,24:56:45
2017-06-01 00:53:10,1,B6,LIVONIA AV/ASHFORD ST,40.666382,-73.883614,BENSONHURST HARWAY AV,40.592949,-73.993385,NYCT_7151,40.636299,-73.912049,FLATLANDS AV/E 82 ST,at stop,4,2017-06-01 00:53:23,24:54:55
2017-06-01 00:53:18,0,Q27,SPRINGFIELD BL / 119 AV,40.692741,-73.745102,FLUSHING  MAIN ST STA,40.761745,-73.829529,NYCT_8495,40.741,-73.752189,SPRINGFIELD BL/73 AV,< 1 stop away,168,2017-06-01 00:53:34,24:51:29
2017-06-01 00:52:53,0,Bx12,BROADWAY/ISHAM ST,40.868076,-73.919807,BAY PLAZA via FORDHAM RD via PELHAM PKY,40.866043,-73.826721,NYCT_4798,40.861187,-73.890572,E FORDHAM RD/3 AV,at stop,8,2017-06-01 00:53:23,24:48:00
2017-06-01 00:53:00,1,S44,ST GEORGE FERRY/S44 & S94,40.643654,-74.073471,S I MALL YUKON AV,40.575935,-74.167686,NYCT_8287,40.630007,-74.141427,WALKER ST/TRANTOR PL,< 1 stop away,207,2017-06-01 00:53:32,24:51:06
2017-06-01 00:53:20,1,M100,BROADWAY/W 219 ST,40.871967,-73.91304,E HARLM 1 AV-125 ST via BDWY via AMSTRDM,40.802273,-73.931145,NYCT_4368,40.806662,-73.942851,E 125 ST/5 AV,approaching,99,2017-06-01 00:53:47,24:51:30
2017-06-01 00:52:58,0,Bx7,ST NICHOLAS AV/W 167 ST,40.840931,-73.939499,RIVERDALE 263 ST,40.912376,-73.902534,NYCT_4358,40.879122,-73.905201,W 231 ST/BROADWAY,at stop,21,2017-06-01 00:53:23,24:50:00
2017-06-01 00:53:12,1,B45,ST JOHNS PL/RALPH AV,40.670227,-73.923233,DNTWN BKLYN COURT ST,40.691441,-73.991196,NYCT_4835,40.675214,-73.963263,WASHINGTON AV/PROSPECT PL,< 1 stop away,188,2017-06-01 00:54:01,24:56:07
2017-06-01 00:53:14,0,M2,4 AV/E 10 ST,40.731342,-73.990288,WASHINGTON HTS BWAY - 168 ST via MADISON,40.84058,-73.938431,NYCT_6722,40.737842,-73.98808,PARK AV S/E 21 ST,approaching,152,2017-06-01 00:53:46,24:43:22
2017-06-01 00:53:12,1,Q44-SBS,BOSTON RD/E 180 ST,40.84256,-73.878334,SELECT BUS JAMAICA via MAIN ST,40.704933,-73.79332,NYCT_5911,40.835914,-73.873072,CROSS BX SVC RD/ROSDALE AV,< 1 stop away,276,2017-06-01 00:53:56,24:48:17
2017-06-01 00:53:03,0,M23-SBS,12 AV/W 23 ST,40.748718,-74.00811,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,40.733006,-73.974594,NYCT_5986,40.735165,-73.97512,AV C/E 20 ST,< 1 stop away,243,2017-06-01 00:54:03,24:49:00
2017-06-01 00:53:13,1,B46,WASHINGTON PLZ/LANE3,40.709393,-73.959518,KINGS PLAZA via UTICA,40.609142,-73.92144,NYCT_4592,40.701112,-73.942562,BROADWAY/FLUSHING AV,approaching,141,2017-06-01 00:54:22,24:47:00
2017-06-01 00:53:18,1,B82,SEAVIEW AV/PENNSYLVANIA AV,40.642979,-73.878334,CNY ISLND STILLWELL AV via FLATLANDS AV,40.576973,-73.9814,NYCT_4847,40.579355,-73.985398,W 17 ST/NEPTUNE AV,approaching,65,2017-06-01 00:53:25,00:58:41
2017-06-01 00:53:18,1,B82,SEAVIEW AV/PENNSYLVANIA AV,40.642979,-73.878334,CNY ISLND STILLWELL AV via FLATLANDS AV,40.576973,-73.9814,NYCT_4847,40.579355,-73.985398,W 17 ST/NEPTUNE AV,approaching,65,2017-06-01 00:53:25,01:04:27
2017-06-01 00:52:49,1,M102,W 146 ST/MALCOLM X BL,40.821152,-73.935974,96 ST,40.785183,-73.951454,NYCT_6067,40.786004,-73.950827,LEXINGTON AV/E 96 ST,approaching,70,NA,24:48:00
2017-06-01 00:52:50,0,S52,UNIVERSITY DRIVE/MEDICAL ARTS PAV E,40.586937,-74.086418,ST GEORGE FERRY,40.64357,-74.073227,NYCT_8194,40.595559,-74.074012,MC CLEAN AV/LINWOOD AV,approaching,115,2017-06-01 00:53:23,24:54:35
2017-06-01 00:53:03,1,M79-SBS,E 79 ST/EAST END AV,40.770741,-73.948715,SELECT BUS W SIDE RIVERSIDE DR CROSSTOWN,40.784988,-73.98246,NYCT_5932,40.783443,-73.979036,W 79 ST/BROADWAY,approaching,115,2017-06-01 00:53:40,24:53:16
2017-06-01 00:53:04,0,M15,SOUTH ST/WHITEHALL ST,40.701538,-74.012482,EAST HARLEM 125 ST via 1 AV,40.80315,-73.932266,NYCT_5888,40.724373,-73.987654,1 AV / 4 ST,approaching,141,2017-06-01 00:53:32,24:54:53
2017-06-01 00:53:13,1,B60,WASHINGTON PLZ/LANE 2,40.709518,-73.959496,CANARSIE WILLIAMS AV,40.650238,-73.891685,NYCT_4571,40.706902,-73.947667,MONTROSE AV/LEONARD ST,approaching,133,2017-06-01 00:53:35,00:53:51
2017-06-01 00:53:11,0,B9,SHORE RD/71 ST,40.636852,-74.036255,FLATBUSH AV,40.622875,-73.937347,NYCT_756,40.617661,-73.962995,AV M/E 13 ST,approaching,85,2017-06-01 00:53:33,24:47:11
2017-06-01 00:53:11,0,B9,SHORE RD/71 ST,40.636852,-74.036255,FLATBUSH AV,40.622875,-73.937347,NYCT_756,40.617661,-73.962995,AV M/E 13 ST,approaching,85,2017-06-01 00:53:33,24:46:11
2017-06-01 00:53:14,1,Q44-SBS,BOSTON RD/E 180 ST,40.84256,-73.878334,SELECT BUS JAMAICA via MAIN ST,40.704933,-73.79332,NYCT_5903,40.742436,-73.825478,MAIN ST/63 AV,< 1 stop away,355,2017-06-01 00:54:24,24:54:15
2017-06-01 00:53:16,0,M103,PARK ROW/BEEKMAN ST,40.711861,-74.006157,E HARLEM 125 ST via 3 AV,40.804268,-73.935303,NYCT_5634,40.782412,-73.95136,3 AV/E 93 ST,approaching,142,2017-06-01 00:53:36,24:52:55
2017-06-01 00:53:01,1,B41,FLATBUSH AV/OCEAN AV,40.662643,-73.962143,BERGEN BCH VETERANS AV via FLATBSH,40.620052,-73.908203,NYCT_5039,40.6407,-73.955832,FLATBUSH AV/DITMAS AV,approaching,49,2017-06-01 00:53:23,24:47:50
2017-06-01 00:52:53,1,B26,WYCKOFF ST/PALMETTO ST,40.69915,-73.910477,DNTWN BKLYN TILLARY ST via HALSEY,40.693939,-73.990311,NYCT_6579,40.692084,-73.908978,HALSEY ST/WILSON AV,approaching,118,2017-06-01 00:53:29,24:55:36
2017-06-01 00:53:16,1,M31,E 92 ST/YORK AV,40.779755,-73.944534,CLINTON 11 AV via 57 ST,40.768192,-73.992546,NYCT_3935,40.768253,-73.992502,W 54 ST/11 AV,at stop,0,2017-06-01 00:53:23,24:31:00
2017-06-01 00:53:07,1,Q58,41 RD/MAIN ST,40.757389,-73.829292,RIDGEWOOD TERM,40.699699,-73.910767,NYCT_3984,40.743864,-73.856859,CORONA AV/104 ST,< 1 stop away,196,2017-06-01 00:53:36,24:55:38
2017-06-01 00:52:57,1,X1,CENTRAL PARK S/6 AV,40.766315,-73.977493,ELTNGVLE TRANST CTR via HYLAN BL RICH AV,40.560837,-74.17112,NYCT_2603,40.558828,-74.125731,HYLAN BL/MONTREAL AV,at stop,14,2017-06-01 00:53:23,24:48:26
2017-06-01 00:53:02,1,Q3,165 ST/TERMINAL,40.707558,-73.795502,JFK AIRPORT via FARMERS BL,40.647137,-73.779427,NYCT_8412,40.707949,-73.795362,165 ST/HILLSIDE AV,< 1 stop away,268,NA,25:11:38
2017-06-01 00:52:51,1,B20,PUTNAM AV/FAIRVIEW AV,40.704739,-73.902275,SPRING CREEK STANLEY AV POSTAL FAC,40.664642,-73.863068,NYCT_6573,40.6772,-73.901147,FULTON ST/ALABAMA AV,< 1 stop away,199,2017-06-01 00:54:17,24:51:00
2017-06-01 00:52:54,1,B64,SHORE RD/MACKAY PL,40.637203,-74.036026,CONEY ISLAND STILLWELL AV,40.577198,-73.981667,NYCT_7147,40.577276,-73.981576,STILLWELL AV/MERMAID AV,at stop,6,2017-06-01 00:53:23,24:43:00
2017-06-01 00:53:02,0,X1,ELTINGVILLE/TRANSIT CENTER,40.56076,-74.171089,W MDTWN CNTRL PK S. via CHURCH via 6 AV,40.766006,-73.976807,NYCT_2513,40.711748,-74.010339,CHURCH ST/FULTON ST,at stop,0,2017-06-01 00:53:23,00:53:55
2017-06-01 00:53:18,1,S78,ST GEORGE FERRY/S78,40.643654,-74.073471,BRICKTOWN MALL,40.53006,-74.226654,NYCT_8166,40.517791,-74.200968,HYLAN BL/BAYVIEW AV,< 1 stop away,183,2017-06-01 00:53:31,24:45:50
2017-06-01 00:53:19,0,M55,STATE ST/WHITEHALL ST,40.702419,-74.013046,44 ST 6 AV,40.755985,-73.982994,NYCT_6736,40.702882,-74.014315,STATE ST/BRIDGE ST,approaching,151,2017-06-01 00:53:32,24:50:40
2017-06-01 00:52:53,0,Bx41,3 AV/151 ST,40.817101,-73.916031,WILLIAMSBRIDGE GUN HILL RD via WEBSTER,40.877934,-73.866585,NYCT_4762,40.839586,-73.905465,WEBSTER AV/CLAREMONT PY,approaching,62,2017-06-01 00:53:23,00:52:00
2017-06-01 00:53:13,1,Q44-SBS,BOSTON RD/E 180 ST,40.84256,-73.878334,SELECT BUS JAMAICA via MAIN ST,40.704933,-73.79332,NYCT_6003,40.708729,-73.818717,QUEENS BL/MAIN ST,at stop,0,NA,24:50:18
2017-06-01 00:53:09,0,M8,WEST ST/CHRISTOPHER ST,40.732845,-74.010078,"AVENUE ""D"" CROSSTOWN",40.724689,-73.974548,NYCT_4123,40.724753,-73.974882,AV D/LOOP,at stop,28,2017-06-01 00:53:23,24:50:00
2017-06-01 00:53:04,0,M50,12 AV/W 42 ST ISLAND,40.762051,-74.000999,E 49 ST & 1 AV,40.753418,-73.966835,NYCT_3921,40.753344,-73.966857,49 ST/1 AV,at stop,2,2017-06-01 00:53:23,24:51:00
2017-06-01 00:53:01,1,Bx19,SOUTHERN BL/BOTANICAL GARDENS,40.861149,-73.881012,HAMILTON HTS  BWAY-145 ST,40.826408,-73.95018,NYCT_5936,40.817951,-73.924946,E 149 ST/GRAND CONCOURSE,< 1 stop away,192,2017-06-01 00:53:53,00:45:54
2017-06-01 00:52:52,1,Q28,23 AV/BELL BL,40.782291,-73.777061,FLUSHING  MAIN ST STA,40.760937,-73.827286,NYCT_4461,40.760616,-73.828725,39 AV /138 ST,approaching,126,2017-06-01 00:53:23,24:47:00
2017-06-01 00:53:15,1,Q28,23 AV/BELL BL,40.782291,-73.777061,FLUSHING  MAIN ST STA,40.760937,-73.827286,NYCT_7399,40.763799,-73.789531,CROCHERON AV/192 ST,approaching,96,2017-06-01 00:53:31,24:52:55
2017-06-01 00:53:05,1,B15,JFK AIRPORT/TERMINAL 5 AirTrain STATION,40.647278,-73.779633,BED-STUY WOODHULL HOSP,40.699776,-73.941505,NYCT_7125,40.660356,-73.896436,NEW LOTS AV/WILLIAMS AV,at stop,19,NA,24:16:14
2017-06-01 00:53:07,0,Q5,TEARDROP/LAYOVER,40.701748,-73.802399,ROSEDALE LIRR STA via MERRICK,40.666012,-73.735939,NYCT_4681,40.704376,-73.792979,ARCHER AV/MERRICK BL,at stop,0,2017-06-01 00:53:23,00:52:08
2017-06-01 00:53:16,0,M103,PARK ROW/BEEKMAN ST,40.711861,-74.006157,E HARLEM 125 ST via 3 AV,40.804268,-73.935303,NYCT_6037,40.731093,-73.988781,3 AV/E 11 ST,approaching,77,2017-06-01 00:53:37,24:41:31
2017-06-01 00:52:57,1,Bx1,RIVERDALE AV/W 231 ST,40.881187,-73.90934,MOTT HAVEN 136 ST via CONCOURSE,40.809654,-73.92836,NYCT_5819,40.8807,-73.886061,W MOSHOLU PY S/PAUL AV,at stop,9,2017-06-01 00:53:23,24:54:27
2017-06-01 00:52:58,1,Q43,HILLSIDE AV/268 ST,40.73877,-73.701866,JAMAICA LIRR STA via HILLSDE,40.7005,-73.807838,NYCT_6845,40.713197,-73.781545,HILLSIDE AV/179 ST SUBWAY,< 1 stop away,165,2017-06-01 00:53:58,24:44:00
2017-06-01 00:53:16,1,S59,RICHMOND TER/PARK AV #3,40.640167,-74.130966,HYLAN BL,40.53426,-74.154213,NYCT_4055,40.616688,-74.156562,RICHMOND AV/GOETHALS RD N,approaching,33,2017-06-01 00:53:23,24:54:00
2017-06-01 00:52:50,1,Bx3,W 238 ST/BROADWAY,40.884968,-73.900475,WASHINGTON HTS GW BRIDGE,40.84901,-73.93689,NYCT_8394,40.848607,-73.932035,W 181 ST/ST NICHOLAS AV,approaching,147,2017-06-01 00:53:30,24:52:46
2017-06-01 00:53:17,0,Q44-SBS,MERRICK BL/ARCHER AV,40.704906,-73.793304,SELECT BUS BRONX ZOO via MAIN ST,40.842457,-73.877121,NYCT_5906,40.824695,-73.839128,BRUSH AV/BRUCKNER BL,< 1 stop away,414,2017-06-01 00:54:21,24:55:58
2017-06-01 00:53:08,1,B44,WASHINGTON PLZ/WASHINGTON PLZ,40.709286,-73.959526,EMMONS AV,40.58403,-73.938408,NYCT_4591,40.628032,-73.947112,NOSTRAND AV/AV J,< 1 stop away,179,2017-06-01 00:53:40,24:53:31
2017-06-01 00:52:57,1,M101,ST NICHOLAS AV/W 192 ST,40.856289,-73.928764,96 ST,40.785183,-73.951454,NYCT_5885,40.819662,-73.95168,AMSTERDAM AV/W 135 ST,approaching,136,2017-06-01 00:53:23,24:50:31
2017-06-01 00:52:55,0,B16,SHORE RD/4 AV,40.611763,-74.035118,LEFRTS GDNS PROSPCT PK STA,40.660858,-73.96138,NYCT_451,40.630556,-74.009337,FT HAMILTON PY/64 ST,approaching,134,2017-06-01 00:53:23,24:49:10
2017-06-01 00:53:16,0,Bx41,3 AV/151 ST,40.817101,-73.916031,WEBSTER AV - 189 ST,40.862228,-73.890442,NYCT_5595,40.822624,-73.914675,MELROSE AV/E 158 ST,at stop,0,2017-06-01 00:53:23,24:48:34
2017-06-01 00:53:08,1,M20,BROADWAY/W 63 ST,40.770882,-73.982338,SOUTH FERRY via 7 AV via BAT PK CITY,40.70237,-74.013039,NYCT_6744,40.702388,-74.013183,STATE ST/WHITEHALL ST,at stop,11,NA,24:40:00
